,title,description,video_id,epilepsy_mentioned
1116,XXXTENTACION - RIP Roach ft: $ki Mask The Slump God [BASS BOOSTED],WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE ...,-fRPCs_8r7U,True
1120,Two Feet - Love Is A Bitch [Bass Boosted],"Now playing: Two Feet - Love Is A Bitch [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",hRMaW2TCdaM,True
1128,PINK GUY - セックス大好き I LOVE SEX (Explicit) [Bass Boosted],"Now playing: PINK GUY - セックス大好き I LOVE SEX (Explicit) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",610ZQiRnYww,True
1129,Niklas Ahlström - Hotshot 3 [Bass Boosted],Who also loves this awesome song? ❤ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR ...,nM3Jg8IWHVQ,True
1130,HOPEX - Cash Money [Bass Boosted],HOPEX - Cash Money [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES ...,so5PK4NPSUE,True
1131,SIKMIL - PURGATORY,Spooky track for Halloween ! - (WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive ...,UEDc_h0rP-M,True
1132,PROM 2018,WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES TO PEOPLE WITH PHOTOSENSITIVE ...,PNzjtMUszY8,True
1133,THE ID - deadHYPE,The ID is our first instalment translating Freudian theory to the 21st Century Warning: This video has been identified by epilepsy action to potentially trigger ...,LpjdxxUjc3o,True
1134,The Wedge | April 19th | 2016,Sneaky swell hits the tide just right. WARNING : This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive ...,9EXK29_U5mQ,True
1135,Yung Gravy - Cheryl [Bass Boosted],"Now playing: Yung Gravy - Cheryl [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS ...",K72dZrHfVY4,True
1136,Enrico Octaviano - Leaving the Dark (Official Music Video),WARNING This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised A ...,qlGciLJvjpU,True
1137,The Scenario Official Promo Video #Mr Cinemas ©2018,Find out what's inside in this promo video There is a suprise waiting for you inside to watch Warning:- This Video has been identified by epilepsy action to ...,rEipGe8UpxI,True
1138,SOUNDING - CRUSTFUND: A JAGGED LITTLE PILL (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,T_ZBjQApS5g,True
1139,Local Natives - The Only Heirs,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,rHZKOUpvYr0,True
1140,Yeah Yeah Yeahs - Heads Will Roll (JVH-C Remix) [Bass Boosted],Yeah Yeah Yeahs - Heads Will Roll (JVH-C Remix) [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...,SJNzkQHOGbU,True
1142,Brinca - IVARR ft. Ma-Less ( Official Music Video ),WARNING This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy VIEWER DISCRETION IS ...,c_80LNune50,True
1143,Snail's House - I Secretly Love U [Bass Boosted],"Now playing: Snail's House - I Secretly Love U [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",WIkS3e9JgsI,True
1144,XXXTENTACION - R.I.P Roach ft. $ki Mask [Bass Boosted],"Now playing: XXXTENTACION - R.I.P Roach ft. $ki Mask [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright)... WARNING: ...",kj5PRcIxMK8,True
1145,Russ - Too Many [Bass Boosted],Link to Official MusicVideo - https://www.youtube.com/watch?v=VbRZMZisILw WARNING ! ! ! This Video Has been Identified By Epilepsy action to Potentially...,WRudcgddcJQ,True
1146,The Weeknd - Next (PM Remix) [Bass Boosted],"Now playing: The Weeknd - Next (PM Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",phsIjMDPR3s,True
1147,VICES - extasis [Bass Boosted],VICES - extasis [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR ...,XUt16eL8BZM,True
1148,JMG VII laida - Paliekama sistema (dvyliktokų palikimas),Panevėžio Juozo Miltinio gimnazijos VII abiturientų laidos palikimas vienuoliktokams. WARNING This video has been identified by epilepsy action to potentially ...,xZnWuggYLPQ,True
1149,Goodleaf - Invaders Live @ BMDM 2018 Highlights,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,7gUD2Jd6L3M,True
1150,Sir Mix-a-Lot - Baby Got Back (DJ Russticals Rebass) (44-48hz) [Bass Boosted],"Now playing: Sir Mix-a-Lot - Baby Got Back (DJ Russticals Rebass) (44-48hz) Thanks for watching. Show more (epilepsy warning, credits and copyright).",1qY1bPqmy2A,True
1151,We Are Number One (Vylet Remix) (Bass Boosted) ''Remake'',Others wanted an remake (other Logo etc.) ⚠️WARNING⚠   ❗️THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER ...,UMc-D3Dvm5s,True
1152,The Journey // Teaser,WARNING /// This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is ...,t-T1RjDpfOI,True
1153,Hallucination Test-Halüsünasyon Testi,NOTE*** This Video has been identified by epilepsy action to potentially trigger seizures for people with Photosensitive epilepsy.Viever discretion is advised.,TPTAY965-hw,True
1155,Playing games,Warning: This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy viewer discretion = advice.,NpQZp9dxYPw,True
1156,Echtzeit - Plexus,Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,HsPbmyWOio4,True
1158,Tropkillaz - MAMBO [Bass Boosted],"Now playing: Tropkillaz - MAMBO [Bass Boosted] Happy new year everybody!! Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO ...",VMbzG9LyMYc,True
1159,Tyler Bryant & The Shakedown - Loaded Dice & Buried Money,Loaded Dice & Buried Money (Official Video) WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with ...,x6gjFkdrXbo,True
1160,#Highlights,WARNING! This Video has been identified by EPILEPSY action to potentially trigger seizures for people with PHOTOSENSITIVE EPILEPSY.,VdfpY3Aqqcw,True
1161,WE DID ONE-HUNDRED TWENTY-FIVE OF YOU GUYS  S2 EP07 - NICOLAAS MIGLIORE,MEDICAL DISCLAIMER*** **MEDICAL DISCLAIMER** This video has been identified by epilepsy action to potentially trigger seizures for people with ...,qg4sOKjGGiQ,True
1162,SOUNDING - KEEP IT ON THE ONE (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,OeTTzTnTKJw,True
1164,Mike Emilio - Clown (Bass Boosted),He did a great job! ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH ...,rPZ6Zg4NyPY,True
1165,"AWOLNATION - Sail (Decaf'd @ 31,34) [Bass Boosted]","Now playing: Awolnation - Sail (Decaf'd @ 31,34) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",TsZgAeT4DuU,True
1166,Hayko Cepkin - Muhteşem Giriş ve Sonrasımda Kuduruyoruz ( 30 Ağustos Zafer Bayramı ),UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,cll0rSbgB2Y,True
1167,TriBoss - Aqua Drop Pt2 [Bass Boosted],TriBoss - Aqua Drop Pt2 [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES ...,6CnSFcRbrJQ,True
1168,THE TRACK,WARNING - This video has benn identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. #numb ...,Ijnt44G5eko,True
1170,alasen - abyss [Bass Boosted],alasen - abyss [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR ...,VDvnUHueK-0,True
1171,Wedgie In My Booty (Jersey Club) [Bass Boosted] @DJFlex,"Thanks for watching. All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... Request a song: ...",bZeMQXnGZYU,True
1173,The Simpsons Theme Song Remix [Bass Boosted],️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENTIVE ...,Etm4O1dtfK4,True
1175,Rey David - KINGDOM | Video Lyric | (Prod. ODK),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,rQqtJF0DjPs,True
1176,Ape of Tomorrow,"Warning, This video has been identified by epilepsy action to potentially trigger seizures for people with Photosensitive Epilepsy. VIEWER DISCRETION IS ...",Q-ao2JbXTh0,True
1177,Bö - Spell &  Video ( +18 ),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - - - - - - - - - - - - - - - -video BÖ ...,e9Kqt0dSoCw,True
1178,White Katana - Valkyrie,WARNING THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVY ...,nsrXxdGa5pM,True
1181,PINK GUY - セックス大好き I LOVE SEX (Explicit) [Bass Boosted],"Now playing: PINK GUY - セックス大好き I LOVE SEX (Explicit) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",610ZQiRnYww,True
1183,Lil Wayne - A Milli (Y2K Remix) [Bass Boosted],"Thanks for watching All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY ...",7L7buFhzekc,True
1184,NEGI - Cannibal,UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,FeQsuMQTpCg,True
1185,BEATSMASH - Árēs [Bass Boosted],BEATSMASH - Árēs [BASS BOOSTED] | HQ BASS | USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy ...,UvuHvX7XZGY,True
1186,Adele - Rolling in the Deep (M-Dope Remix) (Bass Boosted),Open Before Watching This Video Song:Adele - Rolling in the Deep (M-Dope Remix) WARNING! This Video Been Identified By Epilepsy Action To Potentially ...,g8lOG6PGgPM,True
1187,Jonas Gonçalves - Goal Machine | SL Benfica,"Song: Syn Cole - Feel Good https://www.youtube.com/watch?v=q1ULJ92aldE ""Warning: This video has been identified by Epilepsy Action to potentially trigger ...",zlAun8-W8oI,True
1189,Grizm - Can't Stop It Now (Official Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,JOEaN3ufE5Q,True
1190,"I Like To Move It, Move It (YK Jersey Club Remix) [Bass Boosted]","Now playing: I Like To Move It, Move It (YK Jersey Club Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",N7rv_c61zO0,True
1191,U Name It Challenge (Jersey Club Remix) [Bass Boosted] @DJTAJ @DJFLEX,"Now playing: U Name It Challenge (Jersey Club Remix) [Bass Boosted] @DJTAJ @DJFLEX Thanks for watching. Show more (epilepsy warning, credits and ...",IFixa3Pq3uo,True
1193,Seether - Careless Whisper (DJSNT Rebass) [Bass Boosted],Now playing: Seether - Careless Whisper (DJSNT Rebass) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,RQbVMiKZt-w,True
1194,Desiigner - Timmy Turner [Bass Boosted],"Now playing: Desiigner - Tiimmy Turner [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO ...",-m6H7uuJVWQ,True
1195,Blonde Redhead - For The Damaged Coda (Feewet Trap Remix) [Bass Boosted],"Now playing: Blonde Redhead - For The Damaged Coda (Feewet Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and ...",dlbgOyCK01s,True
1196,Queen - We Will Rock You (Trap Remix) [Bass Boosted] | Serena Kalos Music x Ricardo Contreras,"Now playing: Queen - We Will Rock You (Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",0L4UJtVG388,True
1197,Ginuwine - Pony (Extended Mix) [Bass Boosted],"Now playing: Ginuwine - Pony (Extended Mix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",aKHdPqknUYQ,True
1198,We Are Number One (Vylet Remix) [Bass Boosted],️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENTIVE ...,b2hzrRQiuss,True
1204,Coolio - Gangsta's Paradise (Ricky West Remix) [Bass Boosted],"Halloween Special 1/4 Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...",IApoRigHfoo,True
1206,Logic - 44 More [Bass Boosted],"Now playing: Logic - 44 More [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",f2iA0Ojozv8,True
1207,Kulikitaka Ti (Jersey Club Remix) [Bass Boosted] @DayLyte,"Thanks for watching Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...",81jV2aXr7B4,True
1210,Ickoo - Alumptuious,"""Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.",PArefulJ8qc,True
1212,XXXTENTACION - SAD! (Jersey Club Remix) [Bass Boosted] @DJTAJ,"Now playing: XXXTENTACION - SAD! (Jersey Club Remix) [Bass Boosted] @DJTAJ Thanks for watching. Show more (epilepsy warning, credits and copyright).",8JhzlW41nD8,True
1213,Yellow Claw & DJ Snake - Public Enemy (Darkest Light Remix) [Bass Boosted],"Now playing: Yellow Claw & DJ Snake - Public Enemy (Darkest Light Remix) [Bass Boosted] Requested by: Born Again Show more (epilepsy warning, credits ...",fud0HdTeTUk,True
1214,HALLOWEEN BASS TEST!!!,"Now playing: Noxero - Fortuna W/ Highsky [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",PUhfDqH9pJ4,True
1217,"Earth, Wind, And Fire - September (Suede Trap Remix) [Bass Boosted]","Now playing: Earth, Wind, And Fire - September (Suede Trap Remix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",WyGX5RVRBYY,True
1220,Snap! - The Power (Brillz & Willy Joy Remix) [Bass Boosted],"Thanks for watching. All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY ...",9T97GmmGwFc,True
1222,Coldplay - Clocks (Rogue Dubstep Remix) [Bass Boosted],Now playing: Coldplay - Clocks (Rogue Dubstep Remix) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,vh3j1-7gRMI,True
1223,Grits - My Life Be Like (Ooh Ahh) (K. Solis Trap Remix) [Bass Boosted],"Now playing: Grits - My Life Be Like (Ooh Ahh) (K. Solis Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",U4MvLdCWzLs,True
1224,Queen - We Will Rock You (Rebassed by DJ Dirty Bass) [Bass Boosted],"Now playing: Queen - We Will Rock You (Rebassed by DJ Dirty Bass) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",G4xyUQAJNpo,True
1225,اغنية جنة ريمكس طيور الجنة Best Arab Music Mix | BÖ & DEFOX - Jinaa | -_- |,Bö Description - WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu ...,MEiXBPpA_qs,True
1227,BÖ - TRAUMA 18+,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu video ışığa ...,4NCnd0Mll5k,True
1229,Shia LaBeouf - Just Do It (Ultimate Remix) [Bass Boosted],Thanks for watching. 10 hours version coming soon... Original video (without Trap Nation style visualizer): https://youtu.be/5-sfG8BV8wU Show more (epilepsy ...,sZB71Cozzao,True
1230,Ayberk S. - Sedution,Warning! This video has been identified by epilepsy action to potentially trigger seizures for people with sound sensitive epilepsy.. Viewer discretion is advised.,oyn3q5ueJiw,True
1231,Starcrawler - Let Her Be,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,alUHhtQSjr4,True
1232,"GOTA.IO // IMPOSSIBLE DOUBLECANNON-POPSPLIT // Popsplit, One piece pushsplits // - Tgi☀️",WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,jawf8Aa95Q8,True
1233,TEST YOU SUBWOOFER ⚠️EPILEPSY WARNING⚠️,"Now playing: rkm - Vicious w/SKYPIERR [Bass Boosted] Test your subwoofer/headphones wiht this bass boosted song. Show more (epilepsy warning, credits ...",r6gik93sxH4,True
1234,𝓐𝓷𝓭𝓻𝓸𝓶𝓮𝓭𝓪,Warning: This video has been identified by Epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer Discretion is advised.,-GwF6gp9K4c,True
1235,Tanner Fox - Blood Stains (Official Music Video),Tanner Fox - Blood Stains (Official Music Video) LISTEN AND DOWNLOAD ON: https://fanlink.to/bloodstains this video has been identified by epilepsy action to ...,e2EL4VxXehs,True
1236,Kazoo Kid - Trap Remix [Bass Boosted],Kazoo Kid - Trap Remix [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES ...,W_JbAJy2k_s,True
1237,The Villanovas - Fortune & Fame (Official Video),Fortune & Fame (Official Video) The brand new single from The Villanovas! WARNING: This video has been identified by Epilepsy Action to potentially trigger ...,fhS1oe7z3Ls,True
