,title,description,video_id,epilepsy_mentioned
642,Tropkillaz - MAMBO [Bass Boosted],"Now playing: Tropkillaz - MAMBO [Bass Boosted] Happy new year everybody!! Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO ...",VMbzG9LyMYc,True
643,WE DID ONE-HUNDRED TWENTY-FIVE OF YOU GUYS  S2 EP07 - NICOLAAS MIGLIORE,MEDICAL DISCLAIMER*** **MEDICAL DISCLAIMER** This video has been identified by epilepsy action to potentially trigger seizures for people with ...,qg4sOKjGGiQ,True
644,#Highlights,WARNING! This Video has been identified by EPILEPSY action to potentially trigger seizures for people with PHOTOSENSITIVE EPILEPSY.,VdfpY3Aqqcw,True
645,SOUNDING - BRAD (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,jSDvH--vcx8,True
646,SOUNDING - KEEP IT ON THE ONE (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,OeTTzTnTKJw,True
648,Mike Emilio - Clown (Bass Boosted),He did a great job! ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH ...,rPZ6Zg4NyPY,True
649,"AWOLNATION - Sail (Decaf'd @ 31,34) [Bass Boosted]","Now playing: Awolnation - Sail (Decaf'd @ 31,34) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",TsZgAeT4DuU,True
650,Hayko Cepkin - Muhteşem Giriş ve Sonrasımda Kuduruyoruz ( 30 Ağustos Zafer Bayramı ),UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,cll0rSbgB2Y,True
651,TriBoss - Aqua Drop Pt2 [Bass Boosted],TriBoss - Aqua Drop Pt2 [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES ...,6CnSFcRbrJQ,True
653,THE TRACK,WARNING - This video has benn identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. #numb ...,Ijnt44G5eko,True
654,Bö - Spell &  Video ( +18 ),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - - - - - - - - - - - - - - - -video BÖ ...,e9Kqt0dSoCw,True
655,Wedgie In My Booty (Jersey Club) [Bass Boosted] @DJFlex,"Thanks for watching. All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... Request a song: ...",bZeMQXnGZYU,True
657,"GTA 5 Online Fence Glitch Launches, the Hover Bus and the Epilepsy Truck",WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,Pkiq_8xa3UM,True
658,Ayberk S. - Sedution,Warning! This video has been identified by epilepsy action to potentially trigger seizures for people with sound sensitive epilepsy.. Viewer discretion is advised.,oyn3q5ueJiw,True
660,Chris Travis & BONES - We Up (More Free Seizures For All),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,JgGmIkRbnls,True
661,Nick Teeth - The Hatch,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised ...,KReNG41MNFE,True
662,Tanner Fox - Blood Stains (Official Music Video),Tanner Fox - Blood Stains (Official Music Video) LISTEN AND DOWNLOAD ON: https://fanlink.to/bloodstains this video has been identified by epilepsy action to ...,e2EL4VxXehs,True
663,NEUTRALIZED 5 | MW2 MONTAGE,Be sure to leave a like if you enjoyed! 250 likes would be sweet.. WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for ...,JSdBvto6T2o,True
664,𝓐𝓷𝓭𝓻𝓸𝓶𝓮𝓭𝓪,Warning: This video has been identified by Epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer Discretion is advised.,-GwF6gp9K4c,True
665,The Villanovas - Fortune & Fame (Official Video),Fortune & Fame (Official Video) The brand new single from The Villanovas! WARNING: This video has been identified by Epilepsy Action to potentially trigger ...,fhS1oe7z3Ls,True
666,EXTREME BASS TEST!!! EXTREME LOW BASS!!!,Inspired by Rainy Bass ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH ...,uPkWGL8R0q0,True
668,Starcrawler - Let Her Be,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,alUHhtQSjr4,True
669,SOPHIE — Faceshopping Refix,This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy.,b26YsjiHHw8,True
670,Imakz IV,WARNING This video has been identified by epilepsy action to potentially trigger seizures. Viewer discretion is advised. LOL xD editor: https://twitter.com/jaabz_ ...,2jVTp9tYBZI,True
672,Nine Inch Nails - Came Back Haunted,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised ...,1RN6pT3zL44,True
674,the beatles_help_male in march_epilepsy action cover,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy.,qpQ8xHFv1uc,True
675,One hand GIF,THIS GIF HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE EPILEPSY. VIEWER ...,v4MBbQfmKMU,True
676,∆ #CDP6.0 ∆ illuhouse ∆,WARNING This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,Q7piRGyia8o,True
680,poppoppop,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. October 8th 6pm Old I.,yPQrdEp4-sQ,True
681,30/04/2016 VAZI brauc uz Latgali NO WOMAN NO CRY PIRMĀ DIENA,PARENTAL ADVISORY EXPLICIT CONTENT WARNING This video has been identified by epilepsy action to potentially trigger seizures for people with ...,_e6P3Oq_vUo,True
682,Matbow - Trap King [Bass Boosted],WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,8p_OubATK4M,True
683,Tyler Bryant & The Shakedown - Loaded Dice & Buried Money,Loaded Dice & Buried Money (Official Video) WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with ...,x6gjFkdrXbo,True
684,BOOL-IT BABES feat. GTZ // J.COLE x G.O.M.D,WARNING : This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is ...,JaP8vs9fvAs,True
685,Echtzeit - Plexus,Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,HsPbmyWOio4,True
686,SOUNDING - BRAD (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,jSDvH--vcx8,True
687,"""DOPE"" - THE ARTIST ( DIRECTED BY : BADMOUTHNATE )",WARNING !!! THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE ...,CcVld1vYEl0,True
689,CoD: AW | EDITING | #1 [editing by oet91],WARNING: This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,hyayJDkdiO0,True
690,SOUNDING - CRUSTFUND: A JAGGED LITTLE PILL (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,T_ZBjQApS5g,True
691,INSANE MLG | LUIGUI VS VEGETA |,I hope you like it. REMEMBER TO CLICK THE LIKE BUTTON AND SUSCRIBE. If you want... This video has been identified by EPILEPSY action to potentially ...,D4a4msftVzU,True
692,Can't Hide- Genetics Final,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. For educational purposes ...,WKB5KYtqe60,True
693,Yow-Niz HBD @ theVoice,Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,AdgSuyMTkdE,True
694,Hue Epilepsy Elite,This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,PHMv8Im47hg,True
695,NeroArgento - Soldiers Of Afterlife (Official video),Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,TenW4Gq2kgk,True
696,TEST YOU SUBWOOFER ⚠️EPILEPSY WARNING⚠️,"Now playing: rkm - Vicious w/SKYPIERR [Bass Boosted] Test your subwoofer/headphones wiht this bass boosted song. Show more (epilepsy warning, credits ...",r6gik93sxH4,True
697,SOUNDING - GONZO AT THE BOHEMIAN GROVE (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,SDnyJ-0Vgg0,True
698,"THUTMOSE PERFORMANCE || LOS ANGELES, CA",WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,oJ4q4PhVkuY,True
699,"GOTA.IO // IMPOSSIBLE DOUBLECANNON-POPSPLIT // Popsplit, One piece pushsplits // - Tgi☀️",WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,jawf8Aa95Q8,True
700,"Hayko Cepkin - Zaman Geçti , Aldırma Gönül , Bertaraf Et , Fırtınam ( 30 Ağustos Zafer Bayramı )",UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,0QCr3h0WVmw,True
701,Shia LaBeouf - Just Do It (Ultimate Remix) [Bass Boosted],Thanks for watching. 10 hours version coming soon... Original video (without Trap Nation style visualizer): https://youtu.be/5-sfG8BV8wU Show more (epilepsy ...,sZB71Cozzao,True
702,جبهة ألليبية Jinaa Best Arabic Trap Music 2017 BO الله ما أكبر غلاك,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy photosensitive epilepsy.,5kfwpyMZ_MY,True
705,Hatsune Miku - Levan Polka (ABH!SCOTT Remix) [Bass Boosted],"Now playing: Hatsune Miku - Levan Polka (ABH!SCOTT Remix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",mYayWPnh5Ao,True
706,Dj Kass - Scooby Doo PaPa (ADS Remix) [Bass Boosted],"Now playing: Dj Kass - Scooby Doo PaPa (ADS Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",HO0OLrlGt6E,True
710,XXXTENTACION - RIP Roach ft: $ki Mask The Slump God [BASS BOOSTED],WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE ...,-fRPCs_8r7U,True
714,Two Feet - Love Is A Bitch [Bass Boosted],"Now playing: Two Feet - Love Is A Bitch [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",hRMaW2TCdaM,True
722,PINK GUY - セックス大好き I LOVE SEX (Explicit) [Bass Boosted],"Now playing: PINK GUY - セックス大好き I LOVE SEX (Explicit) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",610ZQiRnYww,True
725,Coolio - Gangsta's Paradise (Ricky West Remix) [Bass Boosted],"Halloween Special 1/4 Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...",IApoRigHfoo,True
727,BOOL-IT BABES feat. GTZ // J.COLE x G.O.M.D,WARNING : This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is ...,JaP8vs9fvAs,True
728,Logic - 44 More [Bass Boosted],"Now playing: Logic - 44 More [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",f2iA0Ojozv8,True
729,Kulikitaka Ti (Jersey Club Remix) [Bass Boosted] @DayLyte,"Thanks for watching Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...",81jV2aXr7B4,True
731,Yellow Claw & DJ Snake - Public Enemy (Darkest Light Remix) [Bass Boosted],"Now playing: Yellow Claw & DJ Snake - Public Enemy (Darkest Light Remix) [Bass Boosted] Requested by: Born Again Show more (epilepsy warning, credits ...",fud0HdTeTUk,True
732,Ickoo - Alumptuious,"""Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.",PArefulJ8qc,True
733,HALLOWEEN BASS TEST!!!,"Now playing: Noxero - Fortuna W/ Highsky [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",PUhfDqH9pJ4,True
734,30/04/2016 VAZI brauc uz Latgali NO WOMAN NO CRY PIRMĀ DIENA,PARENTAL ADVISORY EXPLICIT CONTENT WARNING This video has been identified by epilepsy action to potentially trigger seizures for people with ...,_e6P3Oq_vUo,True
735,XXXTENTACION - SAD! (Jersey Club Remix) [Bass Boosted] @DJTAJ,"Now playing: XXXTENTACION - SAD! (Jersey Club Remix) [Bass Boosted] @DJTAJ Thanks for watching. Show more (epilepsy warning, credits and copyright).",8JhzlW41nD8,True
738,"Earth, Wind, And Fire - September (Suede Trap Remix) [Bass Boosted]","Now playing: Earth, Wind, And Fire - September (Suede Trap Remix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",WyGX5RVRBYY,True
741,Snap! - The Power (Brillz & Willy Joy Remix) [Bass Boosted],"Thanks for watching. All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY ...",9T97GmmGwFc,True
743,Coldplay - Clocks (Rogue Dubstep Remix) [Bass Boosted],Now playing: Coldplay - Clocks (Rogue Dubstep Remix) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,vh3j1-7gRMI,True
744,Grits - My Life Be Like (Ooh Ahh) (K. Solis Trap Remix) [Bass Boosted],"Now playing: Grits - My Life Be Like (Ooh Ahh) (K. Solis Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",U4MvLdCWzLs,True
745,Queen - We Will Rock You (Rebassed by DJ Dirty Bass) [Bass Boosted],"Now playing: Queen - We Will Rock You (Rebassed by DJ Dirty Bass) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",G4xyUQAJNpo,True
746,اغنية جنة ريمكس طيور الجنة Best Arab Music Mix | BÖ & DEFOX - Jinaa | -_- |,Bö Description - WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu ...,MEiXBPpA_qs,True
747,BÖ - TRAUMA 18+,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu video ışığa ...,4NCnd0Mll5k,True
749,Shia LaBeouf - Just Do It (Ultimate Remix) [Bass Boosted],Thanks for watching. 10 hours version coming soon... Original video (without Trap Nation style visualizer): https://youtu.be/5-sfG8BV8wU Show more (epilepsy ...,sZB71Cozzao,True
750,جبهة ألليبية Jinaa Best Arabic Trap Music 2017 BO الله ما أكبر غلاك,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy photosensitive epilepsy.,5kfwpyMZ_MY,True
753,Hatsune Miku - Levan Polka (ABH!SCOTT Remix) [Bass Boosted],"Now playing: Hatsune Miku - Levan Polka (ABH!SCOTT Remix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",mYayWPnh5Ao,True
754,Dj Kass - Scooby Doo PaPa (ADS Remix) [Bass Boosted],"Now playing: Dj Kass - Scooby Doo PaPa (ADS Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",HO0OLrlGt6E,True
758,XXXTENTACION - RIP Roach ft: $ki Mask The Slump God [BASS BOOSTED],WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE ...,-fRPCs_8r7U,True
762,Two Feet - Love Is A Bitch [Bass Boosted],"Now playing: Two Feet - Love Is A Bitch [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",hRMaW2TCdaM,True
770,Hatsune Miku - Levan Polka (ABH!SCOTT Remix) [Bass Boosted],"Now playing: Hatsune Miku - Levan Polka (ABH!SCOTT Remix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",mYayWPnh5Ao,True
771,Dj Kass - Scooby Doo PaPa (ADS Remix) [Bass Boosted],"Now playing: Dj Kass - Scooby Doo PaPa (ADS Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",HO0OLrlGt6E,True
774,XXXTENTACION - RIP Roach ft: $ki Mask The Slump God [BASS BOOSTED],WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE ...,-fRPCs_8r7U,True
775,Two Feet - Love Is A Bitch [Bass Boosted],"Now playing: Two Feet - Love Is A Bitch [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",hRMaW2TCdaM,True
781,PINK GUY - セックス大好き I LOVE SEX (Explicit) [Bass Boosted],"Now playing: PINK GUY - セックス大好き I LOVE SEX (Explicit) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",610ZQiRnYww,True
782,The Simpsons Theme Song Remix [Bass Boosted],️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENTIVE ...,Etm4O1dtfK4,True
783,alasen - abyss [Bass Boosted],alasen - abyss [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR ...,VDvnUHueK-0,True
785,Ape of Tomorrow,"Warning, This video has been identified by epilepsy action to potentially trigger seizures for people with Photosensitive Epilepsy. VIEWER DISCRETION IS ...",Q-ao2JbXTh0,True
786,White Katana - Valkyrie,WARNING THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVY ...,nsrXxdGa5pM,True
787,Fugees - Killing Me Softly With His Song [Bass Boosted],"Now playing: Fugees - Killing Me Softly With His Song [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",TbUTNFzIu4s,True
789,Inkyz - Jungle [Extreme BassBoosted],Link to Official Music - https://www.youtube.com/watch?v=CKLxRkwJ7Q8 WARNING ! ! ! This Video Has been Identified By Epilepsy action to Potentially...,jlPt-okCZA4,True
790,Bazzi - Mine [Bass Boosted],"Now playing: Bazzi - Mine [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy warning, credits and copyright).",4p23xrgM0x4,True
791,Rey David - KINGDOM | Video Lyric | (Prod. ODK),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,rQqtJF0DjPs,True
792,The Ting Go Skrra (Juelz Remix) [Bass Boosted],"Thanks for watching. All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... Request a song: ...",Nwnodeoj8a4,True
793,Jonas Gonçalves - Goal Machine | SL Benfica,"Song: Syn Cole - Feel Good https://www.youtube.com/watch?v=q1ULJ92aldE ""Warning: This video has been identified by Epilepsy Action to potentially trigger ...",zlAun8-W8oI,True
794,Snap! - The Power (Brillz  Willy Joy Remix) [Bass Boosted],WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE ...,f9sVLqAlhos,True
796,vowl. - advance,WARNING THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVY ...,gvzFFFCcmjU,True
797,BÖ - Witchcore 18+,UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,F_Z7-ekdAcY,True
799,Bonfire Anime Meme Mashup [Bass Boosted],"Now playing: elijah who - don't forget to feed your neopets [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",_LxpIVVxJfA,True
800,The Pink Panther Theme Song Remix [Bass Boosted],️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENTIVE ...,XRJByXAjsS0,True
801,Zelda - Lost Woods (Goblins From Mars Trap Remix) [Bass Boosted],Zelda - Lost Woods (Goblins From Mars Trap Remix) [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...,KmFX9Rv0Tck,True
803,MiyaGi & Эндшпиль - #ТАМАДА [Bass Boosted],"Now playing: MiyaGi & Эндшпиль - ТАМАДА [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy warning, credits, ...",gZiNyBl29Ik,True
805,SOUNDING - FLUFFERS (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,likBs4awMRY,True
807,Showtek - swipe (Dropwizz remix),WARNING THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVY ...,LcxiU02WDpM,True
809,Dj Baylo - Baby you should take it Slow [ExtremeBassBoosted],Link to Official Music - https://www.youtube.com/watch?v=hkyC9x5XP_s WARNING ! ! ! This Video Has been Identified By Epilepsy action to Potentially...,LDdwGLGpDTE,True
810,SHIVA,I wish it was longer :/ ♫ - Nobodies - Shiva I LOVE YOU ALL :D (WARNING) This video has been identified by epilepsy action to potentially trigger seizures for ...,EZFEqnYJO2E,True
811,BÖ - Ma Spirit (Unofficial Video) 18+,UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,m0C0FcqC9v0,True
812,Kraken Remix (Hotel Transylvania 3) [Bass Boosted],"Now playing: Kraken Remix (Hotel Transylvania 3) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",i_4feTNQa_A,True
813,Drake - God's Plan (Jersey Club Remix) [Bass Boosted] #FREEKILLMUSIC #GRIZZY,"Now playing: Drake - God's Plan (Jersey Club Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",cpkr7GCMgTg,True
814,Kushmir-Fireflies,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,P_UjLlK3SyI,True
815,BTS (방탄소년단) - No More Dream [Bass Boosted],"Now playing: BTS (방탄소년단) - No More Dream [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",Idyd6GmKfF0,True
816,SOUNDING - HOLY SPUNK (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,ruRGtiw3ybo,True
818,AWOLNATION - Sail (Tobianas_sk Bass Boost) [Trap Nation layout],"Now playing: AWOLNATION - Sail (Tobianas_sk Bass Boost) Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",NK7jg7VYny0,True
820,Lil Wayne - A Milli (Y2K Remix) [Bass Boosted],"Thanks for watching All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY ...",7L7buFhzekc,True
821,NEGI - Cannibal,UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,FeQsuMQTpCg,True
822,BEATSMASH - Árēs [Bass Boosted],BEATSMASH - Árēs [BASS BOOSTED] | HQ BASS | USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy ...,UvuHvX7XZGY,True
823,Adele - Rolling in the Deep (M-Dope Remix) (Bass Boosted),Open Before Watching This Video Song:Adele - Rolling in the Deep (M-Dope Remix) WARNING! This Video Been Identified By Epilepsy Action To Potentially ...,g8lOG6PGgPM,True
824,TULE- Fearless feat.Chris Linton,️WARNING⚠   THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE...,MsqC5OeDtc8,True
825,Grizm - Can't Stop It Now (Official Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,JOEaN3ufE5Q,True
827,"I Like To Move It, Move It (YK Jersey Club Remix) [Bass Boosted]","Now playing: I Like To Move It, Move It (YK Jersey Club Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",N7rv_c61zO0,True
828,Ginuwine - Pony (Extended Mix) [Bass Boosted],"Now playing: Ginuwine - Pony (Extended Mix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",aKHdPqknUYQ,True
829,U Name It Challenge (Jersey Club Remix) [Bass Boosted] @DJTAJ @DJFLEX,"Now playing: U Name It Challenge (Jersey Club Remix) [Bass Boosted] @DJTAJ @DJFLEX Thanks for watching. Show more (epilepsy warning, credits and ...",IFixa3Pq3uo,True
830,Seether - Careless Whisper (DJSNT Rebass) [Bass Boosted],Now playing: Seether - Careless Whisper (DJSNT Rebass) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,RQbVMiKZt-w,True
831,Desiigner - Timmy Turner [Bass Boosted],"Now playing: Desiigner - Tiimmy Turner [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO ...",-m6H7uuJVWQ,True
832,Queen - We Will Rock You (Trap Remix) [Bass Boosted] | Serena Kalos Music x Ricardo Contreras,"Now playing: Queen - We Will Rock You (Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",0L4UJtVG388,True
833,We Are Number One (Vylet Remix) [Bass Boosted],️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENTIVE ...,b2hzrRQiuss,True
834,30/04/2016 VAZI brauc uz Latgali NO WOMAN NO CRY PIRMĀ DIENA,PARENTAL ADVISORY EXPLICIT CONTENT WARNING This video has been identified by epilepsy action to potentially trigger seizures for people with ...,_e6P3Oq_vUo,True
